ID;FullName;global_id;ShortName;RegisterNumber;LegalAddress;country;city;street;house;ChiefPosition;ChiefName;WebSite;Email;INN;OGRN
162;МЕЖРЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ОБЪЕДИНЕНИЕ ВЕТЕРАНОВ КОНЬКОБЕЖНОГО СПОРТА»;63809504;МСОО «Объединение ветеранов конькобежного спорта»;259468;улица Черняховского, дом 3;Россия;Москва;улица Черняховского;дом 3;президент;Репнин Борис Вадимович;;;7728314647;1,0577E+12
163;ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ РОЛЛЕР СПОРТА РОССИИ»;63809505;МСОО «Федерация роллер спорта»;219918;Старая Басманная улица, дом 13, строение 1;Россия;Москва;Старая Басманная улица;дом 13, строение 1;президент;Ткачев Владимир Викторович;;;7709437636;1,04775E+12
164;НАЦИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РАЗВИТИЯ ДЕТСКОГО РЕГБИ;63809506;Национальный фонд развития детского регби;220311;Воробьёвское шоссе, дом 4А;Россия;Москва;Воробьёвское шоссе;дом 4А;директор;Батырев Алексей Вадимович;;;7729441493;1,1078E+12
165;НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «ЗЕЛЕНОГРАДСКАЯ ФЕДЕРАЦИЯ КАРАТЭ»;63809507;НКП «Зеленоградская федерация каратэ»;259625;город Зеленоград, корпус 103;Россия;Москва;город Зеленоград;корпус 103;президент;Сизоненко Вадим Вадимович;;;7735506163;1,0478E+12
166;НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО СПОРТИВНЫЙ КЛУБ «СОНСУДАН»;63809508;НКП СК «Сонсудан»;259619;улица Пырьева, дом 8;Россия;Москва;улица Пырьева;дом 8;президент;Нахпеков Эркин Ильясович;;;7729441422;1,1078E+12
167;Некоммерческая организация «Ассоциация студенческого баскетбола»;63809509;НО «Ассоциация студенческого баскетбола»;260776;Лужнецкая набережная, дом 8;Россия;Москва;Лужнецкая набережная;дом 8;президент;Коновалов Александр Владимирович;;;7704273800;1,0778E+12
168;НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «АССОЦИАЦИЯ УЛИЧНОГО БАСКЕТБОЛА»;63809510;НО «Ассоциация уличного баскетбола «Стритбаскет»;259003;улица Талалихина, дом 28;Россия;Москва;улица Талалихина;дом 28;Первый Вице-президент;Бесфамильный Антон Сергеевич;;;7709653404;1,05775E+12
169;НО «Военно-спортивный фонд»;63809511;НО «Военно-спортивный фонд»;261899;улицв Большая Лубянка, дом 1/3;Россия;Москва;улицв Большая Лубянка;дом 1/3;председатель правления;Гаврилов Вадим Николаевич;;;7702370622;1,0778E+12
170;Некоммерческая организация «Фонд развития и поддержки культуры и спорта»;63809512;НО «Фонд развития и поддержки культуры и спорта»;259694;Донская улица, дом 4, корпус 1;Россия;Москва;Донская улица;дом 4, корпус 1;президент;Диваков Николай Николаевич;;;7706261254;1,03774E+12
171;НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД «ДИРЕКЦИЯ БЛАГОТВОРИТЕЛЬНЫХ ПРОГРАММ «СТАРКО»;63809513;НО Благотворительный Фонд «Дирекция благотворительных программ «Старко»;219744;Садовая-Кудринская улица, дом 2/62;Россия;Москва;Садовая-Кудринская улица;дом 2/62;генеральный директор;Давыдов Юрий Николаевич;;;7703261753;1,03774E+12
172;НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «ЦЕНТРАЛЬНЫЙ СПОРТИВНЫЙ КЛУБ «ЕВРОПОЛ-СПОРТ»;63809514;НОНП «ЦСК Европол-спорт»;258986;Рязанский проспект, дом 16, корпус 4;Россия;Москва;Рязанский проспект;дом 16, корпус 4;генеральный директор;Кузнецов Владимир Алексеевич;;;7721238316;1,0277E+12
173;НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «МОСКОВСКАЯ ШКОЛА ТАЭКВОН-ДО»;63809515;НОУ «МШТ»;220190;Херсонская улица, дом 7, корпус 4;Россия;Москва;Херсонская улица;дом 7, корпус 4;директор;Варшавский Александр Ильич;;;7703089252;1,03774E+12
174;НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ «ДЕТСКО-ЮНОШЕСКИЙ БАСКЕТБОЛЬНЫЙ КЛУБ «РУНА-БАСКЕТ»;63809516;НОУ ДО «ДЮБК «Руна-баскет»;260803;улица Островитянова, дом 1, строение 2;Россия;Москва;улица Островитянова;дом 1, строение 2;директор;Зверев Игорь Александрович;;;7728573923;1,06775E+12
175;НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «УЧЕБНО-СПОРТИВНЫЙ ЦЕНТР ДОСААФ РОССИИ СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. МОСКВЫ»;63809517;НОУ УСЦ «ДОСААФ России СВАО Москвы»;219799;Большая Марфинская улица, дом 7А;Россия;Москва;Большая Марфинская улица;дом 7А;директор;Филин Олег Алексеевич;;;7715207905;1,03774E+12
176;АССОЦИАЦИЯ ОРГАНИЗАЦИЙ В ОБЛАСТИ МАССОВОГО СПОРТА, ИГРОВОЙ ИНДУСТРИИ И АКТИВНОГО ДОСУГА «ГОРОД ДЕТСТВА»;63809518;НП «Город детства»;259478;Сиреневый бульвар, дом 4;Россия;Москва;Сиреневый бульвар;дом 4;директор;Муравлева Наталья Таль-Атовна;;;7719265986;1,03772E+12
177;Некоммерческое партнерство «Национальная горнолыжная лига»;63809519;НП «Национальная горнолыжная лига»;237194;Лужнецкая набережная, дом 8, корпус 1;Россия;Москва;Лужнецкая набережная;дом 8, корпус 1;исполнительный директор;Новикова Светлана Леонидовна;;;7704234135;1,02774E+12
178;Некоммерческое партнерство «Содействие развитию авто и мотоспорта. Моторспорт Ивентс»;63809520;НП «Содействие развитию авто и мотоспорта. Моторспорт Ивентс»;258996;улица Обручева, дом 23;Россия;Москва;улица Обручева;дом 23;президент;Кафаров Тимур Тофикович;;;7728400494;1,1178E+12
179;НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «СОДЕЙСТВИЯ В РАЗВИТИИ РЕГБИ «ЗЕЛЕНОГРАДСКОЕ РЕГБИ»;63809521;НП «Содействия в развитии регби «Зеленоградское Регби»;260756;город Зеленоград, корпус 160;Россия;Москва;город Зеленоград;корпус 160;генеральный директор;Беккер Сергей Александрович;;;7735103132;1,03774E+12
180;НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «СПОРТИВНЫЙ КЛУБ ИМ. ВАЛЕРИЯ ПОПЕНЧЕНКО»;63809522;НП «Спортивный клуб им. Валерия Попенченко»;259005;Госпитальная набережная, дом 4/2;Россия;Москва;Госпитальная набережная;дом 4/2;президент;Попенченко Максим Валерьевич;;;7701358069;1,0678E+12
181;НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО «ЦЕНТР СОДЕЙСТВИЯ РАЗВИТИЮ ПЛЯЖНЫХ ВИДОВ СПОРТА»;63809523;НП «Центр содействия развитию пляжных видов спорта»;258991;Нижняя Первомайская улица, дом 42;Россия;Москва;Нижняя Первомайская улица;дом 42;директор;Володарский Илья Арнольдович;;;7719047811;1,1178E+12
182;АКЦИОНЕРНОЕ ОБЩЕСТВО «ОЛИМПИЙСКИЙ КОМПЛЕКС «ЛУЖНИКИ»;63809524;ОАО «Олимпийский комплекс «Лужники»;258966;улица Лужники, дом 24;Россия;Москва;улица Лужники;дом 24;генеральный директор;Пронин Александр Николаевич;;;7704077210;1,0277E+12
183;ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ПЕРВЫЙ АВТОКОМБИНАТ» ИМЕНИ Г.Л. КРАУЗЕ;63809525;ОАО «Первый автокомбинат» имени Г. Л. Краузе;220304;улица Мнёвники, дом 1;Россия;Москва;улица Мнёвники;дом 1;генеральный директор;Штерн Борис Юдович;;;7734032873;1,0377E+12
184;АКЦИОНЕРНОЕ ОБЩЕСТВО «СПОРТИВНЫЙ КОМПЛЕКС «ОЛИМПИЙСКИЙ»;63809526;ОАО «Спортивный комплекс «Олимпийский»;257891;Олимпийский проспект, дом 16, строение 1;Россия;Москва;Олимпийский проспект;дом 16, строение 1;генеральный директор;Дюмин Артем Геннадьевич;;;7702014159;1,02774E+12
185;Общероссийской общественно-государственной организации «Добровольное общество содействия армии, авиации и флоту России» города Москвы;63809568;Общероссийской общественно-государственной организации «Добровольное общество содействия армии, авиации и флоту России» города Москвы;261930;улица Комсомольская, дом 9;Россия;Москва;улица Комсомольская;дом 9;председатель;Квасов Алексей Кириллович;;;2105005472;1,1021E+12
186;ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ - ШАХМАТНАЯ ФЕДЕРАЦИЯ Г. МОСКВЫ;63809312;Общественная организация - Шахматная федерация г. Москвы;235742;улица Стромынка, дом 18, корпус 4;Россия;Москва;улица Стромынка;дом 18, корпус 4;президент;Палихата Владимир Миронович;www.moscowchess.org;moschess@mail.ru;7704117022;1,0377E+12
187;Общество с ограниченной ответственностью «Спортивные проекты»;63809313;Общество с ограниченной ответственностью «Спортивные проекты»;259653;Бескудниковский бульвар, дом 11, корпус 3, строение 1;Россия;Москва;Бескудниковский бульвар;дом 11, корпус 3, строение 1;генеральный директор;Безрученко Александр Валерьевич;;;7713742544;1,12775E+12
188;ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЕ ФИЗКУЛЬТУРНО-СПОРТИВНОЕ ОБЪЕДИНЕНИЕ «ЮНОСТЬ РОССИИ»;63809314;ОГФСО «Юность России»;219820;улица Кедрова, дом 8, корпус 2;Россия;Москва;улица Кедрова;дом 8, корпус 2;председатель;Зотов Александр Павлович;;;7728273542;1,02775E+12
189;ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ КАРАТЭДО»;63809315;ОО «Московская федерация каратэ до»;219225;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Попов Леонид Львович;;;7708078871;1,03774E+12
190;Общероссийское общественное движение «ВСЕРОССИЙСКОЕ ОБЪЕДИНЕНИЕ БОЛЕЛЬЩИКОВ»;63809316;ООД «Всероссийское объединение болельщиков»;259032;Народная улица, дом 7;Россия;Москва;Народная улица;дом 7;исполнительный директор;Дроздов Сергей Александрович;;;7705519454;1,0878E+12
191;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АГЕНТСТВО НЬЮ СПОРТ»;63809317;ООО «Агентство Нью Спорт»;258995;Причальный проезд, дом 4, корпус 2;Россия;Москва;Причальный проезд;дом 4, корпус 2;генеральный директор;Каленюк Павел Анатольевич;;;7734646545;1,10775E+12
192;ООО «Аксис Коммуникейшнс»;63809318;ООО «Аксис Коммуникейшнс»;261935;Ленинградский проспект, дом 31А, корпус 1;Россия;Москва;Ленинградский проспект;дом 31А, корпус 1;генеральный директор;Форсберг Анна Элизабет;;;7704659681;1,07776E+12
193;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АССОЦИАЦИЯ СТУДЕНЧЕСКОГО И МОЛОДЕЖНОГО СПОРТА»;63809319;ООО «Ассоциация студенческого и молодежного спорта»;259341;Бойцовая улица, дом 22,строение 3;Россия;Москва;Бойцовая улица;дом 22,строение 3;генеральный директор;Зыбина анастасия Николаевна;;;7718834781;1,11775E+12
194;ООО «Выставочный Сервис»;63809320;ООО «Выставочный Сервис»;261910;Каширское шоссе, дом 4, корпус 3, квартира XII, комната 4;Россия;Москва;Каширское шоссе;дом 4, корпус 3, квартира XII, комната 4;генеральный директор;Матковская Валентина Васильевна;;;7724948699;5,14775E+12
195;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДОМАШНИЙ ИНТЕРЬЕР»;63809321;ООО «Домашний Интерьер»;259684;Николоямская улица, дом 14, строение 1;Россия;Москва;Николоямская улица;дом 14, строение 1;генеральный директор;Зайонц Александр Леонидович;;;7709770002;1,07776E+12
196;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЛЮБИТЕЛЬСКАЯ ФУТБОЛЬНАЯ ЛИГА»;63809322;ООО «Любительская футбольная лига»;259466;Лазоревый проезд, дом 26;Россия;Москва;Лазоревый проезд;дом 26;генеральный директор;Смирнов Дмитрий Юрьевич;;;7716600499;1,08775E+12
197;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МОССПОРТМЕДИАГРУПП»;63809323;ООО «Мосспортмедиагрупп»;219743;Тишинская площадь, дом 1, корпус 1;Россия;Москва;Тишинская площадь;дом 1, корпус 1;генеральный директор;Барабанов Дмитрий Александрович;;;7703670065;1,08775E+12
198;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МЭНФРАЙДЭЙ»;63809324;ООО «Мэнфрайдэй»;259022;улица Ленинская Слобода, дом 19;Россия;Москва;улица Ленинская Слобода;дом 19;генеральный директор;Львов Максим Александрович;;;7705933400;1,10775E+12
199;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «НАЙК»;63809325;ООО «Найк»;259665;улица Обручева, дом 30/1, корпус 2;Россия;Москва;улица Обручева;дом 30/1, корпус 2;генеральный директор;Луха Кристьян;;;7702345288;1,0377E+12
200;Общество с ограниченной ответственностью «Новое поколение художественной гимнастики»;63809326;ООО «Новое поколение художественной гимнастики»;219607;Дмитровское шоссе, дом 157, строение 12;Россия;Москва;Дмитровское шоссе;дом 157, строение 12;президент;Сиротина Екатерина Сергеевна;;;7727627809;1,07776E+12
201;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «НОЧНАЯ ХОККЕЙНАЯ ЛИГА»;63809327;ООО «Ночная хоккейная лига»;256243;Пятницкая улица, дом 37;Россия;Москва;Пятницкая улица;дом 37;генеральный директор;Макаров Сергей Михайлович;;;7718873580;1,12775E+12
202;ООО «Онлис Рус»;63809328;ООО «Онлис Рус»;261927;проспект Вернадского, дом 24, офис 3;Россия;Москва;проспект Вернадского;дом 24, офис 3;генеральный директор;Никаноров Александр Юрьевич;;;7729691486;1,11775E+12
203;Общество с ограниченной ответственностью «РУСПОРТИНГ»;63809329;ООО «Руспортинг»;261907;Большая Черкизовская улица, дом 125, строение 1;Россия;Москва;Большая Черкизовская улица;дом 125, строение 1;генеральный директор;Алфёров Роман Валерьевич;;;7733735584;1,10775E+12
204;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СПА КОМПЛЕКТ»;63809330;ООО «Спа комплект»;258998;Семёновский переулок, дом 19;Россия;Москва;Семёновский переулок;дом 19;генеральный директор;Володарский Илья Арнольдович;;;7719189171;1,02774E+12
205;ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ВЕЛОСПОРТА-ШОССЕ, ВЕЛОСПОРТА-ТРЕКА, ВЕЛОСПОРТА-МАУНТИНБАЙКА, ВЕЛОСПОРТА-ВМХ РОССИИ»;63809331;ООО «Федерация велосипедного спорта России»;219201;Лужнецкая набережная, дом 8;Россия;Москва;Лужнецкая набережная;дом 8;президент;Макаров Игорь Викторович;fvsr.ru;cycling@fvsr.ru;7704114448;1,03774E+12
206;Общероссийская общественная организация «Федерация кекусинкай России»;63809332;ООО «Федерация киокусинкай России»;219232;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;председатель президиума;Бура Андрей Владимирович;;;7704071240;1,03774E+12
207;ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СНОУБОРДА РОССИИ»;63809333;ООО «Федерация сноуборда России»;255804;Лужнецкая набережная, дом 8, корпус 1;Россия;Москва;Лужнецкая набережная;дом 8, корпус 1;президент Федерации;Тихомиров Денис Валерьевич;www.russnowboard.ru;info@russnowboard.ru;7704282178;1,1478E+12
208;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ФРЕШ АКВАМАГИКА»;63809334;ООО «Фреш Аквамагика»;260662;Нагорная улица, дом 24, корпус 9;Россия;Москва;Нагорная улица;дом 24, корпус 9;генеральный директор;Соколов Вячеслав Алексеевич;;;7727203359;1,15775E+12
209;Общество с ограниченной ответственностью «Центр спортивного и творческого развития «СПЕКТР»;63809335;ООО «ЦЕНТР-СПЕКТР»;219595;Большая Почтовая улица, дом 18/20, корпус 17;Россия;Москва;Большая Почтовая улица;дом 18/20, корпус 17;генеральный директор;Брынин Эдуард Иванович;;;7701954079;1,12775E+12
210;ООО ПЦ «Космический марафон»;63809336;ООО ПЦ «Космический марафон»;261933;город Королев, улица Циолковского, дом 20/22;Россия;Москва;город Королев;улица Циолковского, дом 20/22;генеральный директор;Волков Владимир Петрович;;;5018033567;1,035E+12
211;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «СК-СТАРТ»;63809337;ООО СК «Старт»;261934;Гостиничная улица, дом 7А;Россия;Москва;Гостиничная улица;дом 7А;генеральный директор;Ильин Дмитрий Валерьевич;;;7715986715;5,13775E+12
212;Общество с ограниченной ответственностью «Центральный спортивный клуб «Локомотив»;63809338;ООО ЦСК «Локомотив»;220146;Новая Басманная улица, дом 14, строение 2;Россия;Москва;Новая Басманная улица;дом 14, строение 2;генеральный директор;Попов Александр Владимирович;;;7701793590;1,08775E+12
213;ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ВОЙНЫ В АФГАНИСТАНЕ И ВОЕННОЙ ТРАВМЫ - «ИНВАЛИДЫ ВОЙНЫ»;63809339;ОООИВА «Инвалиды войны»;261908;Промышленный проезд, дом 3;Россия;Москва;Промышленный проезд;дом 3;председатель;Чепурной Андрей Геннадьевич;;;7706034808;1,02774E+12
214;Общероссийская общественная физкультурно-спортивная организация «Всероссийская федерация школьного спорта»;63809340;ООФСО «Всероссийская федерация школьного спорта»;259675;Скаковая улица, дом 32, корпус 2;Россия;Москва;Скаковая улица;дом 32, корпус 2;президент;Роднина Ирина Константиновна;;;7714323257;1,1078E+12
215;Общероссийский союз общественных объединений «Федерация глобального таэквон-до (ГТФ) России»;63809341;ОСОО «Федерация глобального таэквон-до (ГТФ) России»;219926;Лихов переулок, дом 8, корпус 1;Россия;Москва;Лихов переулок;дом 8, корпус 1;президент;Топоров Сергей Викторович;;;7707329829;1,0577E+12
216;ПРЕФЕКТУРА СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;63809342;Префектура Северо-Западного административного округа города Москвы;237347;улица Свободы, дом 13, корпус 2;Россия;Москва;улица Свободы;дом 13, корпус 2;Префект Северо-Западного;Дамурчиев Виктор Назарович;;;7733055229;1,02774E+12
217;ПРЕФЕКТУРА ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДА МОСКВЫ;63809343;Префектура Троицкого и Новомосковского административных округов города Москвы;237349;аллея Витте, дом 5;Россия;Москва;аллея Витте;дом 5;префект;Набокин Дмитрий Владимирович;;;7727777459;1,12775E+12
218;ПРЕФЕКТУРА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;63809344;Префектура Южного административного округа города Москвы;237344;Автозаводская улица, дом 10;Россия;Москва;Автозаводская улица;дом 10;префект;Челышев Алексей Валентинович;;;7725069330;1,02774E+12
219;Православная религиозная организация «Московская Патриархия Русской Православной Церкви»;63809345;ПРО «Московская Патриархия РПЦ»;259486;Чистый переулок, дом 5;Россия;Москва;Чистый переулок;дом 5;Патриарх Московский и всея Руси;Гундяев Владимир Михайлович;;;7704136152;1,0377E+12
220;АССОЦИАЦИЯ «ПРОФЕССИОНАЛЬНАЯ ФУТБОЛЬНАЯ ЛИГА»;63809346;Профессиональная футбольная Лига (ПФЛ);219852;Народная улица, дом 7;Россия;Москва;Народная улица;дом 7;генеральный директор;Акелькин Николай Петрович;;;7704093117;1,02774E+12
221;РЕГИОНАЛЬНАЯ БЛАГОТВОРИТЕЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКИЙ КОННОСПОРТИВНЫЙ КЛУБ ИНВАЛИДОВ»;63809347;РБОО «Московский конно-спортивный клуб инвалидов»;259037;Стрельбищенский переулок, дом 5;Россия;Москва;Стрельбищенский переулок;дом 5;исполнительный директор;Павлов Евгений Николаевич;;;7703217257;1,03774E+12
222;РБООИ «Радужный мир»;63809348;РБООИ «Радужный мир»;261887;улица Тихая, дом 23, корпус 7;Россия;Москва;улица Тихая;дом 23, корпус 7;президент;Денисенков Александр Иванович;;;7723352342;1,04775E+12
223;Региональная детская общественная организация - Парусный клуб «Гардемарины»;63809349;РДОО Парусный клуб «Гардемарины»;259477;Бакинская улица, дом 22;Россия;Москва;Бакинская улица;дом 22;директор;Андронов Георгий Владимирович;;;7724014339;1,03774E+12
224;Региональная общественная организация содействия развитию подрастающего поколения «Молодежная Морская Лига»;63809569;Региональная общественная организация содействия развитию подрастающего поколения «Молодежная Морская Лига»;259489;Большой Черкасский переулок, дом 7/8, корпус 1Б;Россия;Москва;Большой Черкасский переулок;дом 7/8, корпус 1Б;президент;Вьюгин Сергей Владимирович;;;7710348395;1,03774E+12
225;РОО «Военно-спортивный клуб «Отчизна»;63809351;РОО «Военно-спортивный клуб «Отчизна»;261936;улица Россолимо, дом 17, строение 3;Россия;Москва;улица Россолимо;дом 17, строение 3;председатель;Грудинин Владимир Вячеславович;;;7704280283;1,1278E+12
226;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ГОРОДСКАЯ ФЕДЕРАЦИЯ СТРЕЛЬБЫ ИЗ ЛУКА И АРБАЛЕТА»;63809352;РОО «Городская Федерация Стрельбы из лука и арбалета»;259786;Севастопольский проспект, дом 39;Россия;Москва;Севастопольский проспект;дом 39;президент;Воронков Андрей Владимирович;;a_voronkov_@mail.ru;7727499071;1,1478E+12
227;РОО «Динамо» №33;63809353;РОО «Динамо» №33;261903;улица Лесная, дом 6;Россия;Москва;улица Лесная;дом 6;председатель;Шабуневич Олег Васильевич;;;7710481654;1,1478E+12
228;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «КЛУБ «ПАРСЕК»;63809354;РОО «Клуб «Парсек»;259473;улица Введенского, дом 1;Россия;Москва;улица Введенского;дом 1;председатель совета;Попов Михаил Сергеевич;;;7728134676;1,03774E+12
229;Региональная общественная организация «Московское городское физкультурно-спортивное общество «Спартак»;63809355;РОО «МГФСО «Спартак»;259465;Озерковская набережная, дом 50, корпус 1;Россия;Москва;Озерковская набережная;дом 50, корпус 1;председатель совета-президент;Мишурис Владилен Яковлевич;;;7708053122;1,02774E+12
230;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ«МОСКОВСКАЯ ГОРОДСКАЯ ФЕДЕРАЦИЯ КОМПЛЕКСНОГО И ПРИКЛАДНОГО КИНОЛОГИЧЕСКОГО СПОРТА»;63809356;РОО «Московская городская Федерация комплексного и прикладного кинологического спорта»;260725;проезд Соломенной Сторожки, дом 16, корпус А;Россия;Москва;проезд Соломенной Сторожки;дом 16, корпус А;вице-президент;Большакова Варвара Максимовна;;;7713179900;1,0377E+12
231;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ГОРОДСКАЯ ФЕДЕРАЦИЯ СПОРТИВНОГО ПЭЙНТБОЛА»;63809357;РОО «Московская городская федерация спортивного пэйнтбола»;259467;Беломорская улица, дом 6А;Россия;Москва;Беломорская улица;дом 6А;президент;Железняк Александр Дмитриевич;;;7728218693;1,02774E+12
232;Региональная общественная организация «Московская Конфедерация бильярдного спорта»;63809358;РОО «Московская Конфедерация бильярдного спорта»;219192;улица Малая Ордынка, дом 35, корпус 2;Россия;Москва;улица Малая Ордынка;дом 35, корпус 2;президент;Иванов Евгений Борисович;www.mosbilliard.ru;info@mosbilliard.ru;7705514858;1,0577E+12
233;Региональная общественная организация «Московская спортивная федерация прыжков на батуте»;63809359;РОО «Московская спортивная федерация прыжков на батуте»;219246;Отрадная улица, дом 15;Россия;Москва;Отрадная улица;дом 15;президент;Головастиков Евгений Сергеевич;мосбатут.рф;batutico@yandex.ru;7715490067;1,1178E+12
234;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ АМЕРИКАНСКОГО ФУТБОЛА»;63809360;РОО «Московская федерация американского футбола»;220224;улица 800-летия Москвы, дом 30;Россия;Москва;улица 800-летия Москвы;дом 30;президент;Иванов Виктор Павлович;;;7713049160;1,0277E+12
235;ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ АРМСПОРТА»;63809361;РОО «Московская федерация армспорта»;259462;Сиреневый бульвар, дом 4;Россия;Москва;Сиреневый бульвар;дом 4;президент;Махмудов Мехтихан Магаметханович;;;7719169584;1,03774E+12
236;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ВОЛЕЙБОЛА»;63809362;РОО «Московская федерация волейбола»;219298;улица Удальцова, дом 67;Россия;Москва;улица Удальцова;дом 67;первый вице-президент;Питерцев Юрий Викторович;www.mf-volley.ru;info_mfv@mail.ru;7729437553;1,0678E+12
237;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ФЕДЕРАЦИЯ ВОЛЬНОЙ БОРЬБЫ»;63809363;РОО «Московская федерация вольной борьбы»;219949;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Суханов Александр Дмитриевич;;;7708044600;1,03774E+12
238;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОПУЛЯРИЗАЦИИ И РАЗВИТИЯ МАССОВОГО СПОРТА «МОСКОВСКАЯ ФЕДЕРАЦИЯ ВОРКАУТА»;63809364;РОО «Московская Федерация воркаута»;260719;Воробьёвское шоссе, дом 4А;Россия;Москва;Воробьёвское шоссе;дом 4А;президент;Черкасов Данила Николаевич;;;7729452128;1,1378E+12
239;Региональная общественная организация «Московская федерация гиревого спорта»;63809365;РОО «Московская федерация гиревого спорта»;219208;улица Строителей, дом 4, корпус 6;Россия;Москва;улица Строителей;дом 4, корпус 6;президент;Шутой Марк Веньяминович;www.mosfgs.ru;mosfgs@mosfgs.ru;7736243164;1,0778E+12
